Name; Blog; Error; Improved; new URL; accessable
LotVantage API;http://motors.lotvantage.com/blog/;-;false;;false
Lottery Results on Cell Phone;null;No link;false;;false
LottoCaptcha API;null;No link;false;;false
LouderTweets;null;No link;false;;false
LouderViesti;null;No link;false;;false
LouderVoice API;http://blog.loudervoice.com/;-;true;http://loudervoice.com;true
Loudoun County Stream Assessment;null;No link;false;;false
Louisville Metro Crime Reports;null;No link;false;;false
Louisville Metro Mapper;null;No link;false;;false
Love Calculator;null;No link;false;;false
Love-o-Graph;null;No link;false;;false
Lovento;null;No link;false;;false
Lovestagram;null;No link;false;;false
Low cost map;null;No link;false;;false
Lowlands Mashup;null;No link;false;;false
Loxcel API;null;No link;false;;false
LoyaltyLab API;null;No link;false;;false
LoyaltyMatch OnDemand API;http://www.loyaltymatchblog.blogspot.com/;-;false;;false
LoyaltyToolkit API;null;No link;false;;false
Ltcoin API;null;No link;false;;false
LucidChart API;http://www.lucidchart.com/blog/;-;false;;false
Lucky Sort TopicWatch API;http://blog.luckysort.com/;java.net.ConnectException;false;;false
Luckybay;null;No link;false;;false
Lulu Publishing API;null;No link;false;;false
Lumesse API;http://blog.lumesse.com/;-;true;http://lumesse.com;true
Luminoso API;http://blog.luminoso.com/;-;true;http://luminoso.com;true
Lumo BodyTech API;null;No link;false;;false
Lunapic API;null;No link;false;;false
Lunchbox;null;No link;false;;false
Lunchflock;null;No link;false;;false
Luvdaq - Where is the love?;null;No link;false;;false
LuxCloud API;null;No link;false;;false
LuxSci API;http://luxsci.com/blog/;-;false;;false
Luxtape;null;No link;false;;false
LuxuryMonterey.com;null;No link;false;;false
LuxurySiliconValley.com;null;No link;false;;false
Luzme API;http://luzme.com/blog/;-;false;;false
Lvvki API;null;No link;false;;false
Lymbix Sentiment Analysis API;http://blog.lymbix.com/;java.net.ConnectException;false;;false
Lymbix Sentiment Analytics API;http://blog.lymbix.com/;java.net.ConnectException;false;;false
Lyons Account Verification API;null;No link;false;;false
Lyons OFAC API;null;No link;false;;false
Lyons Routing Number Verification API;null;No link;false;;false
Lyons SSN Validation API;null;No link;false;;false
Lypp API;null;No link;false;;false
LyrDB API;null;No link;false;;false
LyricFind API;http://www.lyricfind.com/lyricfind-blog/;-;true;http://lyricfind.com;true
LyricStatus;null;No link;false;;false
LyricWiki API;null;No link;false;;false
Lyricat;null;No link;false;;false
Lyrics Feast;null;No link;false;;false
Lyrics Free Live;null;No link;false;;false
Lyrics Muse;null;No link;false;;false
Lyrics and Clips;null;No link;false;;false
LyricsFly;null;No link;false;;false
LyricsGaps.com;null;No link;false;;false
LyricsSearchFX;null;No link;false;;false
Lyricsfly API;null;No link;false;;false
Lyris HQ Email API;http://www.lyris.com/us-en/blog;javax.net.ssl.SSLHandshakeException;false;;false
Lystee;null;No link;false;;false
Lytics API;null;No link;false;;false
M-Software.de Thumbshots API;null;No link;false;;false
M.O.M. Open Source Music Player;null;No link;false;;false
M/DB API;null;No link;false;;false
M5 Connect API;null;No link;false;;false
MA4Producteev;null;No link;false;;false
MAPLight.org Bill Positions API;null;No link;false;;false
MAPfrappe Map Comparisons;null;No link;false;;false
MAPyou;null;No link;false;;false
MARAN API;null;No link;false;;false
MASHinema;null;No link;false;;false
MBT Quote API;null;No link;false;;false
MCF Technology Solutions + DocuSign;null;No link;false;;false
MCLA API;null;No link;false;;false
MDG Actors;null;No link;false;;false
MECAPI API;null;No link;false;;false
MEDgle API;null;No link;false;;false
MEGA API;https://mega.co.nz/#blog;-;false;;false
MELT API;null;No link;false;;false
MERLOT API;null;No link;false;;false
MESSAGEmanager API;null;No link;false;;false
METViewer API;null;No link;false;;false
MG-RAST API;http://blog.metagenomics.anl.gov/;-;false;;false
MGeocoder;null;No link;false;;false
MICE Meets Metropolis;null;No link;false;;false
MICROS myreservation API;null;No link;false;;false
MIDAS API;null;No link;false;;false
MIKEsearch - Karaoke search engine;null;No link;false;;false
MINDBODY API;http://blog.mindbodyonline.com/;-;false;;false
MIXTAP.IN;null;No link;false;;false
MKDenial Dpl API;null;No link;false;;false
MLB Cost per Game;null;No link;false;;false
MLB Gametime Weather Forecast;null;No link;false;;false
MLBS.net NAC Geoservices API;null;No link;false;;false
MLSListings + DocuSign;null;No link;false;;false
MLState OPA API;null;No link;false;;false
MMO Electronic Reporting System API;null;No link;false;;false
MMPC API;null;No link;false;;false
MNB Exchange Rate API;null;No link;false;;false
MODIS Land Subsets API;null;No link;false;;false
MOMA CellConnect API;null;No link;false;;false
MOO API;null;No link;false;;false
MP3 Albums and Songs Downloads;null;No link;false;;false
MP3 ArtistServer Music Map;null;No link;false;;false
MP3 JA;null;No link;false;;false
MP32tube;null;No link;false;;false
MP3Tunes API;http://mp3tunesnews.blogspot.com/;-;false;;false
MP3buzz;null;No link;false;;false
MPP Global Solutions API;http://www.mppglobal.com/blog.aspx;-;false;;false
MPower API;null;No link;false;;false
MRS API;null;No link;false;;false
MSG91 API;http://blog.msg91.com/;-;false;;false
MSGQ8 API;null;No link;false;;false
MSHD.net API;null;No link;false;;false
MSHT3;null;No link;false;;false
MSM Market Summary Data API;null;No link;false;;false
MSN Messenger API;null;No link;false;;false
MSN Restaurant Finder;null;No link;false;;false
MSN Restaurant Finder;null;No link;false;;false
MSN Spaces on Your Phone;null;No link;false;;false
MSW Forecast API;null;No link;false;;false
MTA API;null;No link;false;;false
MTA Bus Time API;null;No link;false;;false
MTB Course;null;No link;false;;false
MTBGuru.com;null;No link;false;;false
MTD API;null;No link;false;;false
MTG Canoris API;null;No link;false;;false
MTPS Content Service API;null;No link;false;;false
MTV API;null;No link;false;;false
MTV Billboard charts;null;No link;false;;false
MTV Music Videos;null;No link;false;;false
MURALI BASA BLOG;null;No link;false;;false
MVU CareerForward API;null;No link;false;;false
MXSave API;null;No link;false;;false
MYDIGIPASS.COM API;null;No link;false;;false
MYHR & DocuSign;null;No link;false;;false
MYOB AccountRight Live API;http://myob.com.au/blog/;-;false;;false
MYSuite API;null;No link;false;;false
Ma.gnolia API;null;No link;false;;false
MaConDa API;null;No link;false;;false
MaGdev BankSearch API;null;No link;false;;false
Maa-Amet API;null;No link;false;;false
MacMillan Dictionary API;null;No link;false;;false
Macarthur Square API;null;No link;false;;false
Machine Linking API;http://www.machinelinking.com/wp/blog/;-;false;;false
Mackinac Center for Public Policy Votes API;null;No link;false;;false
Macroglossa API;http://macroglossa.tumblr.com/;-;true;http://tumblr.com;true
Macromedia News Aggregator API;null;No link;false;;false
MacrosReader;null;No link;false;;false
Macy's Ad Media Services API;http://mblog.macys.com/;-;false;;false
Macy's Catalog and Store Services API;http://mblog.macys.com/;-;false;;false
Macy's Checkout Services API;http://mblog.macys.com/;-;false;;false
Macy's Mobile Utility Services API;http://mblog.macys.com/;-;false;;false
Macy's Promotion and Coupon Services API;http://mblog.macys.com/;-;false;;false
Macy's Protected Services API;http://mblog.macys.com/;-;false;;false
Macy's Registry Services API;http://mblog.macys.com/;-;false;;false
Macy's Shopping Bag Services API;http://mblog.macys.com/;-;false;;false
Mad Mimi Mailer API;http://blog.madmimi.com/;-;false;;false
MadScan Signals API;null;No link;false;;false
Madeline API;null;No link;false;;false
Madison Metro Gmail Gadget;null;No link;false;;false
Madoff Map;null;No link;false;;false
Madoff Victim Map;null;No link;false;;false
Maestro.fm API;null;No link;false;;false
Mafoochy;null;No link;false;;false
MagPlus API;http://www.magplus.com/blog/;-;false;;false
MagenPro;null;No link;false;;false
Magento API;http://www.magentocommerce.com/blog;-;false;;false
Magento Facebook App;null;No link;false;;false
Magento Mediaburst SMS Notifications;null;No link;false;;false
Magg Movie Aggregator;null;No link;false;;false
Magic: The Gathering API;null;No link;false;;false
Magical Mother Effin 8 Ball;null;No link;false;;false
Magicspatula Stock Quotes API;http://www.magicspatula.com/blog/;-;false;;false
Magisto API;http://blog.magisto.com/;-;false;;false
Magma API;http://blog.mag.ma/;java.net.UnknownHostException;true;http://mag.ma;false
Magnatune API;http://blogs.magnatune.com/;-;false;;false
Magnify.net API;http://magnify.net/blog/;-;false;;false
MagnusHealth API;null;No link;false;;false
Mahak;null;No link;false;;false
Mahen;null;No link;false;;false
Maiana;null;No link;false;;false
Maiana API;null;No link;false;;false
Mail Monitor API;http://mailmonitorapp.com/blog/;-;false;;false
Mail Tracking;null;No link;false;;false
Mail to Twitter Gateway Service;null;No link;false;;false
Mail.Ru API;null;No link;false;;false
MailChimp API;http://www.mailchimp.com/blog/;-;false;;false
MailChimp Eventbrite Integration;null;No link;false;;false
MailChimp WordPress Plugin;null;No link;false;;false
MailPeak;null;No link;false;;false
MailTracker API;null;No link;false;;false
MailWriter API;null;No link;false;;false
Mailbuild API;null;No link;false;;false
MailerLite API;http://blog.mailerlite.com/;-;false;;false
MailerMailer API;http://blog.mailermailer.com/;-;false;;false
MailerSoft API;null;No link;false;;false
Mailgun API;null;No link;false;;false
Mailigen API;null;No link;false;;false
MailinatorPro API;null;No link;false;;false
Mailing Report API;null;No link;false;;false
MailingBird API;null;No link;false;;false
Mailjet API;http://blog.mailjet.com/;-;false;;false
Mailmaps Email Marketing;null;No link;false;;false
Mailtrust API;null;No link;false;;false
Mailup API;null;No link;false;;false
Main and Me API;http://blog.mainandme.com/;javax.net.ssl.SSLHandshakeException;false;;false
Mainbase;null;No link;false;;false
Maiom Italy Real Estate;null;No link;false;;false
Majestic International Group API;null;No link;false;;false
Majestic SEO Enterprise API;null;No link;false;;false
Majimob MajiPlayer;null;No link;false;;false
Major Oil Spills Map;null;No link;false;;false
Make A Minyan;null;No link;false;;false
Make Me Change My Job;null;No link;false;;false
Make The Change API;null;No link;false;;false
MakePlans API;null;No link;false;;false
Maker Spot;null;No link;false;;false
Mal's e-commerce API;null;No link;false;;false
Malaika Consultants ZipCode Lookup API;null;No link;false;;false
Malaysia Prayer Times API;null;No link;false;;false
Mallicious Social Shopping;null;No link;false;;false
Malmöfestivalen API;null;No link;false;;false
Maluuba Natural Language API;null;No link;false;;false
Malva Weather;null;No link;false;;false
Malvee Jobber API;null;No link;false;;false
Mambu API;http://blog.mambu.com/;-;false;;false
Mammalian Adult Neurogenesis Gene Ontology API;null;No link;false;;false
ManageBGL Diabetes API;null;No link;false;;false
ManageEngine ServiceDesk Plus API;http://blogs.manageengine.com/;-;false;;false
ManageMyRequests API;null;No link;false;;false
Mancx API;http://blog.mancx.com/;java.net.UnknownHostException;true;http://mancx.com;false
Mandelbrot Fractal Explorer;null;No link;false;;false
Mandrill API;null;No link;false;;false
Manga Eden API;null;No link;false;;false
Mangez Mangez;null;No link;false;;false
MangoApps API;http://www.mangospring.com/w/;-;false;;false
MangoPay API;null;No link;false;;false
Manhattan All Night;null;No link;false;;false
Manhattan Real Estate Guide;null;No link;false;;false
Mania de Celular;null;No link;false;;false
Manpacks API;http://manpacks.com/blog;javax.net.ssl.SSLHandshakeException;false;;false
ManyAtOnce;null;No link;false;;false
Manybots Server API;http://blog.manybots.com/;-;false;;false
Manymoon;null;No link;false;;false
Manyou API;null;No link;false;;false
Manypedia;null;No link;false;;false
Map A List;null;No link;false;;false
Map Channels;null;No link;false;;false
Map Channels Dual Maps;null;No link;false;;false
Map Creature;null;No link;false;;false
Map Data Services API;null;No link;false;;false
Map Data Services QuickMap API;null;No link;false;;false
Map Game Day;null;No link;false;;false
Map Lost and Found Pets;null;No link;false;;false
Map My Fitness;null;No link;false;;false
Map My Followers;null;No link;false;;false
Map My Following;null;No link;false;;false
Map My Hindu Temple;null;No link;false;;false
Map My Jobs;null;No link;false;;false
Map My Life;null;No link;false;;false
Map My Run;null;No link;false;;false
Map My Tracks API;http://www.mapmytracks.com/blog;java.net.UnknownHostException;true;http://mapmytracks.com;false
Map Runner;null;No link;false;;false
Map Sex Offenders;null;No link;false;;false
Map The Burg;null;No link;false;;false
Map Your Discussions;null;No link;false;;false
Map Your List;null;No link;false;;false
Map Your Ride/Drive With Biker Footprints;null;No link;false;;false
Map for Google Places;null;No link;false;;false
Map of Active.com Sporting Events Database;null;No link;false;;false
Map of Books in BHL;null;No link;false;;false
Map of Botswana;null;No link;false;;false
Map of Bucharest;null;No link;false;;false
Map of Ecuador;null;No link;false;;false
Map of U.S. Toxic Air Emissions;null;No link;false;;false
Map of deprivation in London;null;No link;false;;false
Map of deprivation in Scotland;null;No link;false;;false
Map of deprivation in Wales;null;No link;false;;false
Map of the Dead;null;No link;false;;false
Map of the World;null;No link;false;;false
Map on a WAP Mobile Phone;null;No link;false;;false
Map the Candidates;null;No link;false;;false
Map to NC State Parks;null;No link;false;;false
Map.Search.ch API;null;No link;false;;false
Map24 AJAX API;null;No link;false;;false
MapAlerter API;null;No link;false;;false
MapAttack;null;No link;false;;false
MapBox API;http://mapbox.com/blog/;java.net.UnknownHostException;true;http://mapbox.com;false
MapBuilder;null;No link;false;;false
MapCancer.org;null;No link;false;;false
MapChatter;null;No link;false;;false
MapCrunch;null;No link;false;;false
MapCruncher;null;No link;false;;false
MapData Services API;null;No link;false;;false
MapDays.com;null;No link;false;;false
MapDust API;null;No link;false;;false
MapEcos;null;No link;false;;false
MapEcos Pollution Mashup;null;No link;false;;false
MapEire;null;No link;false;;false
MapGameDay Travels;null;No link;false;;false
MapGasPrices.com;null;No link;false;;false
MapGenerator;null;No link;false;;false
MapHistory.org;null;No link;false;;false
MapIt Global API;null;No link;false;;false
MapIt UK API;null;No link;false;;false
MapLarge API;null;No link;false;;false
MapLib;null;No link;false;;false
MapLight API;http://maplight.org/category/blog-post-category/inside-ma...;java.net.UnknownHostException;true;http://org;false
MapList;null;No link;false;;false
MapLuv Hot Or Not;null;No link;false;;false
MapMate;null;No link;false;;false
MapMix;null;No link;false;;false
MapMyAdventure;null;No link;false;;false
MapMyEvent.com;null;No link;false;;false
MapMyFitness API;null;No link;false;;false
MapMyFriends- A Facebook App;null;No link;false;;false
MapMyFriends.in;null;No link;false;;false
MapMyGlobe;null;No link;false;;false
MapMyNearest;null;No link;false;;false
MapMyPage;null;No link;false;;false
MapMyRun API;null;No link;false;;false
MapOfVideo.com - Map of Video and Wikipedia;null;No link;false;;false
MapProvision;null;No link;false;;false
MapQuest API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Directions API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Geocoding API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Nominatim Search API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Open API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Open Directions API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Open Elevation API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Open Guidance API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Open Static Map API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Search API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Static Map API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapQuest Traffic API;http://MapQuest_Blog;java.net.UnknownHostException;false;;false
MapRendererService API;null;No link;false;;false
MapRuta.com;null;No link;false;;false
MapSavings.com;null;No link;false;;false
MapScratch;null;No link;false;;false
MapSeeing.com;null;No link;false;;false
MapSkip;null;No link;false;;false
MapTrot;null;No link;false;;false
MapTube;null;No link;false;;false
MapYourBuddies;null;No link;false;;false
MapYourMP;null;No link;false;;false
Mapa del Paro;null;No link;false;;false
Mapanno;null;No link;false;;false
Mapanui;null;No link;false;;false
Mapas Publicar;null;No link;false;;false
Mapeas;null;No link;false;;false
Mapfluence API;http://urbanmapping.com/blog/;java.net.UnknownHostException;true;http://urbanmapping.com;false
Mapicurious;null;No link;false;;false
Mapified Kayak;null;No link;false;;false
Mapified RSS;null;No link;false;;false
Mapified Stock Indices;null;No link;false;;false
Mapify.us;null;No link;false;;false
Mapillary API;null;No link;false;;false
Mapinterest;null;No link;false;;false
Mapiprop;null;No link;false;;false
Mapisimo;null;No link;false;;false
Maplandia;null;No link;false;;false
Mapme.com;null;No link;false;;false
Mapmyuser API;null;No link;false;;false
Mapnificent API;null;No link;false;;false
Maponics API;http://maponics.com/blog/;java.net.UnknownHostException;true;http://maponics.com;false
Maponics Neighborhood Boundaries;null;No link;false;;false
Maponics Neighborhood Boundaries: Point Geotagging;null;No link;false;;false
Maponics Neighborhood Boundaries: Recovery by Neighborhood;null;No link;false;;false
Maponics School Boundaries;null;No link;false;;false
Maponics ZIP Code Boundaries;null;No link;false;;false
Maporama Geocentric Web Services API;null;No link;false;;false
Mappa Concorsi;null;No link;false;;false
Mapped Big Wheel Race;null;No link;false;;false
Mappeo;null;No link;false;;false
Mapping Events;null;No link;false;;false
Mapping L.A. API;null;No link;false;;false
Mapping Latest GeogTagged YouTube videos related to Egypt Protests;null;No link;false;;false
Mapping Nuclear Disasters;null;No link;false;;false
Mapping the Green Economy: California;null;No link;false;;false
Mapping your Twitter Status;null;No link;false;;false
Mappington;null;No link;false;;false
Mapple Real Estate in Rome;null;No link;false;;false
Mappper - Personal Trips;null;No link;false;;false
Mappr;null;No link;false;;false
Mappr API;null;No link;false;;false
Mappy API;null;No link;false;;false
MappyHealth - Tracking disease trends, 140 characters at a time;null;No link;false;;false
Mappyfriends;null;No link;false;;false
Maps For Smartphone;null;No link;false;;false
Maps Shown To Me;null;No link;false;;false
Maps by IDELIX;null;No link;false;;false
Maps for Photos and Wikipedia;null;No link;false;;false
Maps of All;null;No link;false;;false
Maps of Australia;null;No link;false;;false
Maps of Tibet Protests;null;No link;false;;false
MapsKrieg;null;No link;false;;false
Mapstraction API;null;No link;false;;false
Maptimize API;null;No link;false;;false
Mapulator;null;No link;false;;false
Mapumental API;http://www.mysociety.org/category/projects/mapumental/;java.net.UnknownHostException;true;http://mysociety.org;false
Mapy API;http://Blog_available;java.net.UnknownHostException;false;;false
Mapzierge.com;null;No link;false;;false
Marcellus;null;No link;false;;false
March Madness Map;null;No link;false;;false
March Video;null;No link;false;;false
Marine Traffic;null;No link;false;;false
Marine/Surfing Weather API;http://blog.worldweatheronline.com/;-;true;http://worldweatheronline.com;true
MarineTraffic API;null;No link;false;;false
MarineTraffic.com: Live Ships Map;null;No link;false;;false
Marinexplore;null;No link;false;;false
Mark Sutuer IP Utils API;null;No link;false;;false
MarkedUp API;http://blog.markedup.com/;-;false;;false
Marker API;null;No link;false;;false
Markerly API;http://blog.markerly.com/;-;true;http://markerly.com;true
Market Data Masher;null;No link;false;;false
Market Intelligence Network API;null;No link;false;;false
Market Summary for iGoogle;null;No link;false;;false
MarketConnect API;null;No link;false;;false
MarketFactory FX Aggregator API;http://www.marketfactory.com;-;false;;false
MarketMeSuite;null;No link;false;;false
MarketRuler API;null;No link;false;;false
MarketScout API;http://marketscout.com.au/blog/;java.net.UnknownHostException;true;http://com.au;false
Marketing Intelligence Console;null;No link;false;;false
Marketingship API;http://blog.marketingship.com/;-;true;http://marketingship.com;true
Marketiva Streamster API;null;No link;false;;false
Marketo API;http://blog.marketo.com/;-;true;http://marketo.com;true
Marketpath API;http://www.marketpath.com/blog;java.net.UnknownHostException;true;http://marketpath.com;false
Marketplace for Workspaces;null;No link;false;;false
MarketplaceDigger;null;No link;false;;false
Markify API;http://www.markify.com/blog/;java.net.UnknownHostException;true;http://markify.com;false
Markit Data API;null;No link;false;;false
Marky Markdownifier API;http://brettterpstra.com/;-;false;;false
Marqui API;http://www.marqui.com/blog/;-;true;http://marqui.com;true
Marrily;null;No link;false;;false
Martindale-Hubbell API;http://blog.martindale.com/;-;true;http://martindale.com;true
Marvel Comics API;null;No link;false;;false
Marvelpress API;null;No link;false;;false
Maryland Driver and Vehicle Record API;null;No link;false;;false
Mash Trends;null;No link;false;;false
Mash the Book;null;No link;false;;false
MashCeleb;null;No link;false;;false
MashFree API;null;No link;false;;false
MashGet;null;No link;false;;false
MashMap;null;No link;false;;false
MashMeUp;null;No link;false;;false
MashPlanet;null;No link;false;;false
MashPlayer;null;No link;false;;false
MashSpots API;null;No link;false;;false
MashTopix;null;No link;false;;false
Mashape API;null;No link;false;;false
Mashed Hotels;null;No link;false;;false
Mashed Tickets;null;No link;false;;false
MashedIn;null;No link;false;;false
Mashery;null;No link;false;;false
Mashery API;http://blog.mashery.com/;-;false;;false
Mashing Up the War;null;No link;false;;false
Mashspots;null;No link;false;;false
Mashup Arts;null;No link;false;;false
Mashup Keyword;null;No link;false;;false
MassDOT MBTA API;null;No link;false;;false
Massachusetts Campaign Contribution Map;null;No link;false;;false
Massachusetts Port Authority API;null;No link;false;;false
Massphoning API;http://blog.massphoning.com/;-;true;http://massphoning.com;true
Masspublisher API;null;No link;false;;false
MasterCard ATM Locations API;null;No link;false;;false
MasterCard Lost-Stolen Account List API;null;No link;false;;false
MasterCard MOTAPS API;null;No link;false;;false
MasterCard Merchant Identifier API;null;No link;false;;false
MasterCard Offers API;null;No link;false;;false
MasterCard PayPass Online API;null;No link;false;;false
MasterCard Payments API;https://developer.mastercard.com/portal/display/blogs/Developer+Blogs;-;false;;false
MasterCard rePower API;null;No link;false;;false
MasterXchange API;null;No link;false;;false
Masterbranch API;http://blog.masterbranch.com/;-;true;http://masterbranch.com;true
Mastercard MATCH API;null;No link;false;;false
Mastercard MoneySend API;null;No link;false;;false
Masterchain API;null;No link;false;;false
MasteryConnect API;http://blog.masteryconnect.com/;-;false;;false
Match 2 Friends;null;No link;false;;false
MatchCollege API;null;No link;false;;false
Matchbook;null;No link;false;;false
Matchbox API;http://matchbox.net/blog/;-;true;http://matchbox.net;true
Mate Matcher;null;No link;false;;false
MateMatcher.com;null;No link;false;;false
Mates API;null;No link;false;;false
Math Quotes for Android;null;No link;false;;false
Math and Reading Tests Map;null;No link;false;;false
Mathletics Hall of Fame API;null;No link;false;;false
Matrix SMS Gateway API;null;No link;false;;false
MattChannel;null;No link;false;;false
MattClassifieds;null;No link;false;;false
MattCompare.com;null;No link;false;;false
MattFind.com;null;No link;false;;false
MatterMeter;null;No link;false;;false
MavaIQ Currencies API;null;No link;false;;false
Mavenlink API;null;No link;false;;false
Mavenlink Collaboration;null;No link;false;;false
Maventa e-invoicing API;http://www.maventa.com/en/about/blog/;-;true;http://maventa.com;true
Max Booking API;null;No link;false;;false
MaxBTC API;null;No link;false;;false
MaxCDN API;http://blog.maxcdn.com/;-;true;http://maxcdn.com;true
MaxMind GeoIP API;null;No link;false;;false
MaxMind MinFraud API;null;No link;false;;false
Maxi Response API;null;No link;false;;false
Mayorama;null;No link;false;;false
Mayorfirst SMS API;null;No link;false;;false
Mbar API;null;No link;false;;false
McKinsey Style Consulting Tool;null;No link;false;;false
Mcity;null;No link;false;;false
MdotM API;http://blog.mdotm.com/;-;true;http://mdotm.com;true
Me Make Monster!;null;No link;false;;false
Me2day API;null;No link;false;;false
MeGlobe;null;No link;false;;false
Meals With Friends;null;No link;false;;false
MeaningTwitt;null;No link;false;;false
Meaningtool API;null;No link;false;;false
Mechanical Turk Integration Tool;null;No link;false;;false
MedPro Concur Connect;null;No link;false;;false
Medallia API;null;No link;false;;false
Medentify API;null;No link;false;;false
Media Chaperone API;null;No link;false;;false
Media Share;null;No link;false;;false
Media Street Apps;null;No link;false;;false
MediaCast API;null;No link;false;;false
MediaCore API;http://mediacore.com/blog/;-;false;;false
MediaCrush API;https://blog.mediacru.sh/;javax.net.ssl.SSLHandshakeException;true;https://mediacru.sh;false
MediaEquals API;null;No link;false;;false
MediaFire API;null;No link;false;;false
MediaMind API;http://creativezone.mediamind.com/Blog/;-;false;;false
MediaPiston API;null;No link;false;;false
MediaPlatform API;http://www.mediaplatform.com/site/news/mediaplatform-blog...;javax.net.ssl.SSLHandshakeException;false;;false
MediaSock API;null;No link;false;;false
MediaSpike API;http://blog.mediaspike.com/;org.jsoup.HttpStatusException;true;http://mediaspike.com;false
MediaTemple API;http://weblog.mediatemple.net/;-;false;;false
Mediaburst Free SMS Notifications (Beta);null;No link;false;;false
Mediaburst SMS through Shopify;null;No link;false;;false
Medialets Medialytics API;http://www.medialets.com/blog/;-;false;;false
Medianet Open MP3 API;http://www.mndigital.com/news/?p=37;-;true;http://mndigital.com;true
Medical Bridge Network Message API;null;No link;false;;false
Medical Fundraising, Crisis & Disaster Map;null;No link;false;;false
Medidata Rave API;null;No link;false;;false
Medioh API;null;No link;false;;false
Medizza TV API;http://www.medizza.com/blog/;java.net.ConnectException;false;;false
MedlinePlus API;null;No link;false;;false
MedlinePlus Connect API;null;No link;false;;false
MeeLyrics for MeediOS;null;No link;false;;false
MeeMix API;null;No link;false;;false
Meebo API;http://blog.meebo.com/;-;false;;false
Meebox Cloud Server API;http://meebox.net/blog;-;false;;false
MeechMe;null;No link;false;;false
Meedeor;null;No link;false;;false
Meet Me for Thrutu;null;No link;false;;false
MeetMe;null;No link;false;;false
MeetSomewhere;null;No link;false;;false
MeetWays;null;No link;false;;false
Meeting Centre of Gravity;null;No link;false;;false
Meetup API;http://meetupblog.meetup.com/;-;true;http://meetup.com;true
Meetup and Chow Down;null;No link;false;;false
Meetup for the iPhone;null;No link;false;;false
Meetups Coming To Town;null;No link;false;;false
Meez API;null;No link;false;;false
Mefeedia API;null;No link;false;;false
MegaMeeting API;null;No link;false;;false
MegaPhone Labs API;null;No link;false;;false
Melissa Data Address Object API;http://blog.melissadata.com/data-quality-authority/;-;false;;false
Melissa Data Email Object API;http://blog.melissadata.com/data-quality-authority/;-;false;;false
Melissa Data GeoCoder Object API;http://blog.melissadata.com/data-quality-authority/;-;false;;false
Melissa Data IP Locator Object API;http://blog.melissadata.com/data-quality-authority/;-;false;;false
Melissa Data MatchUp Object API;http://blog.melissadata.com/data-quality-authority/;-;false;;false
Melissa Data Name Object API;http://blog.melissadata.com/data-quality-authority/;-;false;;false
Melissa Data Phone Object API;http://blog.melissadata.com/data-quality-authority/;-;false;;false
Melissa Data RightField Object API;http://blog.melissadata.com/data-quality-authority/;-;false;;false
MemberClicks API;http://www.memberclicks.com/blog;-;false;;false
Meme Bro;null;No link;false;;false
Meme Generator API;null;No link;false;;false
Memento API;null;No link;false;;false
Memjogger API;null;No link;false;;false
Memolane;null;No link;false;;false
Memonic API;http://blog.memonic.com/;-;false;;false
Memopal API;null;No link;false;;false
Memory Press;null;No link;false;;false
Memory Reel API;null;No link;false;;false
MemoryAide.com;null;No link;false;;false
Memorybook;null;No link;false;;false
Memrise API;http://blog.memrise.com/;javax.net.ssl.SSLHandshakeException;false;;false
Memry;null;No link;false;;false
Memset API;http://www.memset.com/blog/;-;false;;false
Mendeley API;http://www.mendeley.com/blog/;javax.net.ssl.SSLHandshakeException;false;;false
Mendip Caves;null;No link;false;;false
Mendix API;http://www.mendix.com/blogs/;-;false;;false
Meniscus Real Time Calculator API;http://www.meniscus.co.uk/page.php?article=952&name=Menis...;-;false;;false
Mention API;http://blog.mention.net/;-;false;;false
MentionedMe.com;null;No link;false;;false
Menu Mania API;null;No link;false;;false
Menu-O-Matic;null;No link;false;;false
MenuMania API;http://www.menumania.co.nz/blog/;-;false;;false
Menuism;null;No link;false;;false
Menumix API;http://blog.menuemix.de/;-;false;;false
Meracord API;http://blog.meracord.com/;-;false;;false
Mercado-Bitcoin API;null;No link;false;;false
MercadoLibre API;null;No link;false;;false
Mercatus API;null;No link;false;;false
Merchant's Mirror API;http://www.twitter.com/merchantsmirror;-;true;http://twitter.com;true
MerchantCircle.com API;http://blog.merchantcircle.com/;-;false;;false
MerchantOS API;http://www.merchantos.com/blog/;-;true;http://merchantos.com;true
MerchantWARE API;null;No link;false;;false
Merchee API;null;No link;false;;false
Mercury API;null;No link;false;;false
Merecal;null;No link;false;;false
Mergent Annual Reports API;http://www.mergent.com/news.html;-;true;http://www.mergent.com;true
Mergent Company Fundamentals API;http://www.mergent.com/news.html;-;true;http://www.mergent.com;true
